대상,상품
 사회적 기업을 설립하려는데 사회보험료 부담으로 어려움을 겪는 사람들,999
 사회적 기업을 운영하면서 사회보험료 지출을 줄이고자 하는 사람들,999
부동산 투자에 관심이 있는 사람들,1000
 차량 구매나 리모델링 등 자산 확대를 원하는 사람들,1000
 임차인 혹은 자가주택 소유자,1000
 자금이 급전하여 대출이 필요한 사람들,1000
 중소기업 또는 개인사업자로서 자금 융통이 필요한 사람들,1000
주택을 소유하지 않는 직장인,1001
 중소기업을 운영하는 사업자,1001
 현금이 필요한 자영업자,1001
 대학생으로서 추가적인 학비를 지원받고 싶은 학생,1001
 부동산 투자를 위해 자금이 필요한 투자자,1001
부동산 투자에 관심이 있는 사람,1002
 소득이 높아 신용도가 높을 것으로 예상되는 사람,1002
 상환 능력이 높아 월 상환금액에 대해 걱정이 없는 사람,1002
 아파트 구매를 계획 중인 사람,1002
 다른 금융상품과 비교하여 중간금리로 대출받고 싶은 사람,1002
사업을 추진하고 있는 중소기업 주인으로서 자금 지원이 필요한 경우,1003
 서울시에 소재하고 있는 소상공인으로서 안정적인 자금을 필요로 하는 경우,1003
 자치구에서 사업을 운영하고 있는 사업자로서 지원금을 확보하고 싶은 경우,1003
 자금 조달에 어려움이 있는 중소기업 주인으로서 안심금융 지원 자금을 찾는 경우,1003
 서울시 내에서 사업을 진행하고 있는 소상공인으로서 육성자금을 확보하고 싶은 경우,1003
사회적 경제에 관심이 있는 강원도 소재 기업가,1004
 강원도에서 사회적 기업 또는 사회적 협동조합을 준비하고 있는 사람,1004
 사회적 경제 활동을 통해 사회적 가치 창출을 목표로 하는 사람,1004
 대출 상품을 통해 사회경제적 목표를 달성하고자 하는 사람,1004
 경쟁력 있는 비즈니스 아이디어를 가지고 있으며 자금 지원이 필요한 사람,1004
"사회적경제기업을 운영하는 기업들: 이 대출상품은 사회적 경제 기업을 대상으로 하고 있으므로, 사회적경제기업을 운영하는 기업들이 이용할 것입니다.",1005
" 경기도 내에 주된 사업장이 있는 법인 기업: 이 대출상품은 경기도 내에 주된 사업장이 있는 법인 기업을 대상으로 하므로, 경기도 내에 사업장을 갖고 있는 기업들이 이용할 것입니다.",1005
" 사회적 가치를 추구하는 기업들: 경기도 사회가치벤처펀드는 사회적 경제 기업 등을 대상으로 하므로, 사회적 가치를 추구하며 사업을 운영하는 기업들이 이 대출상품을 이용할 것입니다.",1005
" 자금이 필요한 법인 기업: 이 대출상품은 자금이 필요한 기업을 대상으로 하므로, 자금을 필요로 하는 법인 기업들이 이용할 것입니다.",1005
" 경기도에서 사업을 하는 법인 기업들: 이 대출상품은 경기도 내에 사업을 하는 기업들을 대상으로 하므로, 경기도에서 사업을 하는 법인 기업들이 이용할 것입니다.",1005
사회적경제조직에 소속된 회원들 중 자금을 지원받아 사업을 확장하고자 하는 사람들.,1006
 농업농촌 분야에서 사회적경제적 가치를 실현하고자 하는 사람들.,1006
 농업농촌 분야에서 사회적 경제 조직을 창업하고자 하는 사람들.,1006
 농업농촌 분야에서 사회적 경제 활동을 지속적으로 수행하고자 하는 사람들.,1006
 농업농촌 분야에서 사회적 가치 창출을 목표로 하는 사람들.,1006
중소기업 협동조합 멤버로 등록된 기업,1007
 대량으로 원부자재를 구매하는 기업,1007
 구매 용도 자금을 필요로 하는 기업,1007
 자금 확보를 위해 추가적인 보증이 필요한 기업,1007
 육성 사업에 참여하고자 하는 기업,1007
 해외 진출을 희망하는 사회적경제기업,1008
 글로벌시장에서 사회적 가치를 실현하고자 하는 사회적경제기업,1008
 사회적 문제를 해결하며 해외에서 사업을 확장하고자 하는 사회적경제기업,1008
 글로벌 비즈니스 네트워크를 구축하여 사회적 가치 창출을 목표로 하는 사회적경제기업,1008
사업을 시작하려고 하는 사업자,1009
 의성군에 소재한 소상공인,1009
 신규 사업을 위해 자금이 필요한 소상공인,1009
 이자율이 낮은 금리를 원하는 사람,1009
" 최대 2,000만원까지의 대출을 받고자 하는 사람",1009
충청남도 지역에 본사나 주요 사무소를 두고 있는 업체들,1010
 충청남도 내에서 사회적경제에 관심이 있는 기관 및 단체,1010
 지역 내에서 사회문제 해결에 관심을 가지고 있는 지자체,1010
 지역 사회 발전에 관심이 있는 비영리단체,1010
 충청남도 내에서 종사하는 사회적경제 관련 전문가 및 기관,1010
전북 지역에 거주하는 청년들 중 사회적경제에 관심이 있는 사람들,1011
 사회적경제 기업이나 지원기관에서 일하고 있는 청년들,1011
 청년기로 사회적경제 분야에서 일하고 싶어하는 사람들,1011
 현재 사회적경제 분야에 대한 전공이나 경험이 있는 청년들,1011
 전북 지역에서 사회적경제 분야에 취업을 희망하는 청년들,1011
지역사회에 긍정적인 영향을 미치려는 의지가 있는 사람들,1012
 사회적 가치 창출을 목표로 하는 기업을 운영하려는 사람들,1012
 지역사회 발전을 위해 노력하며 사회적 문제 해결에 관심이 있는 사람들,1012
 사회적 경제기업 또는 비영리단체를 창립하려는 사람들,1012
 사회적 시너지효과를 창출하고자 하는 사회적 기업가들,1012
사회적경제에 관심이 있는 사람들,1013
 세무와 회계에 관심이 있는 사람들,1013
파주시 소재의 사회적경제 주체로 등록되어 있는 기업,1014
 임대단지 내에 입주하는 업체로 사회적인 가치를 추구하는 기업,1014
 사회적 책임을 갖고 있는 기업으로 인정받은 사회적경제 주체,1014
 파주시 소재의 사회적경제 기업으로 재정적 지원을 받고자 하는 기업,1014
 파주시 소재 사회적경제 사업을 추진하고 있는 단체 또는 단체를 만들고자 하는 개인 또는 집단.,1014
충북 지역에 사업을 운영하는 중소기업,1015
 유료근로자를 고용하고 있는 기업,1015
 사회적 경제 기업을 운영하고 있는 기업,1015
 사업 개발을 위한 자금이 필요한 기업,1015
 충북 지역 경제 발전을 위해 기여하고자 하는 기업,1015
경제적으로 어려움을 겪고 있는 사람들,1016
 사회적 경제 영역에서 사업을 시작하려는 사람들,1016
 창업 단계의 기업인들,1016
 사회적 문제를 해결하려는 사업을 가진 사람들,1016
 강원랜드 희망재단의 지원 프로그램에 관심을 가진 사람들,1016
자영업자: 대출로 사업을 확장하거나 부족한 자본을 보충하기 위해 이 대출 상품을 이용할 것이다.,1017
 창업자: 새로운 사업을 시작하려는 사람들은 이 대출 상품을 활용하여 초기 자금을 마련하고 사업을 성공시키려 할 것이다.,1017
 사회적 기업가: 사회적 가치를 창출하며 사업을 운영하는 사회적 기업가들은 이 대출 상품을 통해 자금을 지원받을 수 있다.,1017
" 소상공인: 소규모 상점, 가게, 서비스 업체 등 중소상공인들은 경영 확장이나 업그레이드를 위해 이 대출 상품을 선택할 것이다.",1017
 저소득층: 자금이 부족한 저소득층은 이 대출 상품을 활용하여 경제적인 어려움을 극복하고 생활 수준을 향상시킬 수 있다.,1017
폐광지역에서 생활하는 청년들,1018
 사회적경제 기업을 운영하고 있는 청년 창업자들,1018
 폐광지역의 취약계층에게 일자리를 제공하기 위해 노력하는 기업가들,1018
 사회적인 가치를 실현하고자 하는 청년들,1018
 경제적으로 어려움을 겪는 청년들,1018
사회적경제 기업을 운영하거나 창업하려는 사람들,1019
 사회적 가치를 실현하기 위해 자금이 필요한 사람들,1019
 사회적 문제 해결을 위한 사업을 목표로 하는 사람들,1019
 사회적 책임과 이익을 동시에 추구하는 사람들,1019
 지역사회와의 협력을 통해 사회적 가치를 증진시키고자 하는 사람들,1019
사회적 경제 기업을 운영하는 소상공인들,1020
 자금 지원이 필요한 지역 사회 기반 조직들,1020
 새로운 사회적 경제 프로젝트를 시작하려는 창업자들,1020
 비영리 단체나 사회적 사업을 운영하는 단체들,1020
 지역사회 발전을 위해 장애인 등 취약계층에게 일자리를 제공하려는 사업주들,1020
사회적경제기업을 운영하는 기업주들이 이 대출 상품을 이용할 것이다.,1021
 초록보증을 받을 수 있는 자활기업 입주자들이 이 대출 상품을 이용할 것이다.,1021
 마을기업 두레보증을 받을 수 있는 지역주민들이 이 대출 상품을 이용할 것이다.,1021
" 300,000,000원 이하의 대출을 필요로 하는 사람들이 이 대출 상품을 이용할 것이다.",1021
 사회적경제기업을 창업 혹은 운영하고 있는 사람들이 이 대출 상품을 이용할 것이다.,1021
 사회적가치를 추구하는 기업을 운영하고 있는 사람들,1022
 금융지원이 부족한 사회적 경제기업을 운영하고 있는 사람들,1022
 혁신적인 아이디어를 가진 사회적 경제기업을 운영하고 있는 사람들,1022
 도움이 필요한 사회적 경제기업을 지원하고 싶어하는 사람들,1022
 기업의 사회적 가치와 영향력에 관심 있는 사람들,1023
 코로나 이후의 사회적 문제를 해결하고자 하는 사람들,1023
 기업의 사회적 책임과 지속 가능성을 중요시하는 사람들,1023
 지속 가능한 사회적 경제 모델에 참여하고 싶은 사람들,1023
"부산, 울산, 경남 지역에 거주하는 사람들",1024
 (예비)사회적기업을 운영하거나 사회적협동조합에 속한 사람들,1024
 다른 자금 조달 방법이 제한적인 사회적기업 및 사회적협동조합의 운영자,1024
 사회적 경제 분야에서 활동하며 자금 필요한 사람들,1024
 사회적 가치 창출을 목적으로 하는 사업을 시작하려는 사람들,1024
사회적 책임을 가진 기업에 관심이 있는 사람들,1025
 창업이나 벤처 사업에 투자하고 싶어하는 사람들,1025
 혁신적인 아이디어와 비즈니스 모델을 가진 기업에 투자하고 싶어하는 사람들,1025
 금융상품에 대한 지식과 관심이 있는 사람들,1025
 안정적이고 예상 수익이 높은 투자 기회를 찾고 있는 사람들,1025
사회적 가치를 중요시하는 사람들,1026
 새로운 사업 아이디어에 관심이 있는 사람들,1026
 리스크를 감수하고 고수익을 추구하는 사람들,1026
 미래에 대한 긍정적인 전망을 가진 사람들,1026
 금융 투자에 관심이 있는 사람들,1026
